Compound_No,SMILES,Value,FP_12,FP_13,FP_50,FP_336,FP_481,FP_516,FP_653,FP_880,FP_1188,FP_1192,FP_1540,FP_1673,FP_1713,FP_1893,FP_2037,PubchemFP259,PubchemFP308,PubchemFP548,PubchemFP617,PubchemFP639,APC2D1_C_C,APC2D1_C_N,APC2D1_C_O,APC2D2_C_N,APC2D2_C_O,APC2D3_C_C,APC2D3_C_N,APC2D3_C_O,APC2D3_C_S,APC2D4_C_N,APC2D4_C_O,APC2D4_C_S,APC2D5_C_C,APC2D5_C_N,APC2D5_C_O,APC2D5_C_S,APC2D5_N_O,APC2D6_C_N,APC2D7_C_C,APC2D7_C_N,APC2D7_C_O,APC2D7_C_X,APC2D7_O_O,APC2D8_C_O,APC2D9_C_C,APC2D9_C_N,APC2D9_C_O,APC2D9_N_N,APC2D10_C_N,APC2D10_C_S,APC2D10_N_O
307,CCn1cnc(C(CC(=O)O)c2ccc(C)c(CN3C[C@@H](C)Oc4ccccc4S3(=O)=O)c2)c1,5.26,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,1,1,0,22,7,4,7,8,33,9,12,4,11,14,4,32,8,15,3,2,6,29,5,13,0,0,10,21,4,8,0,6,1,3
308,Cc1ccc([C@@H](NC(=O)Cc2ccc(CC3CC3)cc2)[C@@H](C)C(=O)O)cc1,4.82,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,24,2,3,3,3,27,5,6,0,4,6,0,23,3,12,0,0,2,22,1,6,0,0,8,14,2,6,0,0,0,0
309,CCC1CN(Cc2cccc(C(CC(=O)O)c3cc(OC)c4c(c3)nnn4C)c2)S(=O)(=O)c2cccnc2O1,7.26,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,24,7,6,12,9,36,14,15,3,12,15,4,39,11,19,3,0,10,29,13,14,0,2,10,24,7,12,1,4,1,0
310,CN1CCC(SC(=S)NCCCCNC(=O)Oc2ccccc2)CC1,4.6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13,7,3,4,2,14,5,5,5,6,5,4,9,5,4,5,0,3,12,2,0,0,0,2,8,5,0,0,5,2,0
311,CCN1CCN(Cc2cc(C(CC(=O)O)c3cc(OC)c4c(c3)nnn4C)ccc2C)S(=O)(=O)c2cccnc21,7.26,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,1,0,24,10,4,15,6,41,16,12,3,15,13,4,40,12,18,4,0,12,32,16,12,0,2,10,27,10,11,1,9,1,0
312,COc1ccc(S(=O)(=O)N(Cc2nnn[nH]2)c2ccc(N(CC(=O)O)S(=O)(=O)c3ccc(OC)cc3)c(OCc3ccccc3)c2)cc1,5.53,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,27,6,8,12,13,31,10,24,10,9,28,6,42,12,22,3,4,19,36,24,24,0,0,23,39,13,27,2,16,5,6
313,CC[C@@H]1CN(C2CCc3ccc(C(CC(=O)O)c4ccc5c(nnn5C)c4C)cc32)S(=O)(=O)c2ccccc2O1,6.26,1,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,1,1,1,0,30,5,4,11,8,44,14,13,5,12,16,5,49,7,20,3,0,9,40,11,12,0,0,10,27,7,12,1,5,1,0
314,COc1ccc(S(=O)(=O)N(CC(=O)O)c2ccc(N(CC(=O)O)S(=O)(=O)c3ccc(OC)cc3)c(OCC(=O)O)c2)cc1,6.65,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,21,4,12,8,17,26,8,22,10,7,30,6,36,4,31,3,0,3,26,6,34,0,2,29,23,4,27,0,2,4,0
315,COc1cc(C(CC(=O)O)c2ccc(C)c(CN3CC(C)c4ccccc4S3(=O)=O)c2)cc2nnn(C)c12,7.26,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,1,1,0,27,5,4,10,6,41,12,12,4,11,15,4,37,9,18,3,0,9,34,11,12,0,2,10,26,6,11,1,4,1,0
316,Cc1cccc2c1CCN(C(=O)[C@H]1CCCC[C@H]1C(=O)O)[C@@H]2CN1Cc2ccccc2C1=O,6.12,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,27,6,4,7,4,40,7,12,0,13,15,0,33,9,7,0,4,6,41,5,14,0,1,10,32,0,13,0,0,0,0
317,CN1CCC(SC(=S)NCCCCNC(=O)NCc2ccccc2)CC1,4.7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,1,5,0,15,8,2,5,8,2,4,9,7,3,5,0,5,12,3,1,0,0,1,10,4,0,0,6,2,0
318,CC(=O)Nc1ccc(S(=O)(=O)N(Cc2c[nH]nn2)c2ccc(N(Cc3c[nH]nn3)S(=O)(=O)c3ccc(NC(C)=O)cc3)c3ccccc23)cc1,6.22,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,29,12,2,24,6,34,20,18,10,14,24,10,52,14,24,6,4,24,45,40,8,0,0,8,30,22,12,6,18,4,4
319,CCC1CN(Cc2cc(C(CC(=O)O)c3ccc(C#N)cc3C)ccc2C)S(=O)(=O)c2ccccc2O1,7.26,1,0,0,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1,1,0,29,3,4,4,8,42,7,13,4,8,14,4,43,5,17,4,0,3,37,5,13,0,0,10,27,3,10,0,3,1,0
320,CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CCC(=O)O)NC(=O)CNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC(=O)NCCOCCOCC(=O)NCCCC[C@H](NC(=O)CC[C@@H]2NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](Cc3ccc4ccccc4c3)NC(=O)[C@H](Cc3ccccc3)NC2=O)C(N)=O)NC(=O)CNC1=O,6.82,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,94,60,33,65,34,131,48,48,0,92,90,0,132,97,70,0,27,64,169,112,117,0,7,96,229,87,103,26,147,0,11
321,CN1CCC(SC(=S)NCCCCS(=O)(=O)c2ccncc2)CC1,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,0,5,4,13,4,6,8,3,6,5,9,4,2,5,2,2,8,5,2,0,0,0,6,1,2,1,2,6,0
322,CN(C)C(=O)c1cccc(-c2cccc(-n3ncc(C(=O)O)c3C(F)(F)F)n2)c1,6.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,16,8,3,11,3,21,12,8,0,11,4,0,21,9,4,0,0,5,14,8,6,6,0,5,10,3,5,1,5,0,0
323,COc1ccc(S(=O)(=O)N(CC(=O)O)c2ccc(N(CC(=O)O)S(=O)(=O)c3ccc(OC)cc3)c(O)c2)cc1,5.95,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,20,4,9,8,14,23,8,22,10,6,28,6,32,2,27,2,0,2,19,6,24,0,2,17,16,4,17,0,2,4,0
324,Cc1ccc(S(=O)(=O)N(CC(=O)O)c2ccc(N(CC(=O)O)S(=O)(=O)c3ccc(C)cc3)cc2)cc1,6.02,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,22,4,4,8,8,23,8,16,10,6,24,6,30,2,24,4,0,4,23,4,12,0,0,8,14,4,16,0,2,4,0
325,Cc1ccc([C@@H](NC(=O)Cc2ccc(CC3CCCCC3)cc2)[C@@H](C)C(=O)O)cc1,5.08,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,27,2,3,3,3,32,5,6,0,4,6,0,28,3,12,0,0,2,26,1,6,0,0,8,17,2,6,0,2,0,0
326,COc1ccc(S(=O)(=O)N(CC(=O)O)c2cc(CCC(=O)N3CCOCC3)c(N(CC(=O)O)S(=O)(=O)c3ccc(OC)cc3)c3ccccc23)cc1,7.33,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,30,7,11,11,15,43,12,23,10,13,30,9,56,8,33,8,0,5,57,11,44,0,0,31,48,11,32,0,6,6,3
327,O=C(NCCCCN=C=S)c1cccnc1,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,1,5,1,7,6,3,1,3,2,1,6,2,2,1,0,3,5,2,0,0,0,1,3,1,0,1,2,2,0
328,CC[C@@H]1CN(Cc2cc(C(CC(=O)O)c3ccc(C#N)cc3OC)ccc2C)S(=O)(=O)c2ccccc2O1,6.26,1,0,0,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1,1,0,28,3,6,4,10,41,7,16,4,8,18,4,44,4,20,4,1,4,37,5,17,0,0,11,27,4,11,0,3,2,0
329,CCCCc1ccc(S(=O)(=O)N(CC(=O)O)c2ccc(N(CC(=O)O)S(=O)(=O)c3ccc(CCCC)cc3)c3ccccc23)cc1,7.37,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,33,4,4,8,8,40,10,16,10,10,24,8,50,4,28,8,0,4,41,6,28,0,0,16,34,6,20,0,2,4,0
330,COc1ccc(S(=O)(=O)N(CC(=O)O)c2ccc(N(CC(=O)O)S(=O)(=O)c3ccc(OC)cc3)c(OCC(=O)N3CCOCC3)c2)cc1,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,23,7,13,11,18,32,8,24,10,8,34,6,38,6,32,3,0,5,34,10,33,0,2,28,33,10,29,0,6,6,3
331,Cc1ccc([C@@H](NC(=O)Cc2ccc3c(c2)CCCC3)[C@H](C)C(=O)O)cc1,4.29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,24,2,3,3,3,30,5,6,0,4,6,0,22,3,12,0,0,3,21,2,7,0,0,8,20,0,4,0,0,0,0
332,Cc1ccc(C(CC(=O)O)c2ccc(C#N)cc2C)cc1CN1CC(C)Cc2cc(F)ccc2S1(=O)=O,7.26,0,0,0,1,0,1,1,0,0,1,1,0,1,1,0,1,1,0,1,0,30,3,2,4,4,43,8,10,5,7,14,4,41,5,16,3,0,3,37,5,10,1,0,8,27,3,8,0,3,1,0
333,Cc1ccc([C@H](c2ccc3c(nnn3C)c2C)C(C)C(=O)O)cc1CN1CCN(C)c2ccccc2S1(=O)=O,6.26,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,27,8,2,13,4,45,14,12,4,15,12,4,45,8,16,3,0,12,33,17,10,0,0,6,27,8,12,1,7,1,0
334,CO[C@@H](C(=O)N[C@H](c1ccc(C)cc1)[C@@H](C)C(=O)O)c1ccccc1,4.08,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,19,2,5,3,5,23,5,8,0,5,10,0,20,3,15,0,0,2,23,0,7,0,2,10,12,0,5,0,0,0,0
335,N#Cc1ccc(S(=O)(=O)N(CC(=O)O)c2ccc(N(CC(=O)O)S(=O)(=O)c3ccc(C#N)cc3)c3ccccc23)cc1,6.93,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,27,6,4,10,8,32,14,16,10,14,24,8,40,6,28,8,0,4,39,4,24,0,0,12,24,10,16,0,8,4,4
336,CCC1CN(Cc2cc(C(CC(=O)O)c3ccc4c(nnn4CC)c3C)ccc2C)S(=O)(=O)c2cccnc2O1,7.26,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,1,1,1,0,27,7,4,13,7,41,16,13,3,15,12,4,44,9,17,4,0,10,35,13,13,0,0,8,28,8,12,1,5,1,0
337,O=C(O)CN(c1ccc(N(CC(=O)O)S(=O)(=O)c2ccc(F)cc2)c(OCc2ccccc2)c1)S(=O)(=O)c1ccc(F)cc1,5.62,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,27,4,6,8,11,27,8,20,10,7,28,6,40,4,28,3,0,5,36,8,22,4,2,21,33,5,27,0,2,5,0
338,Cl.O=C(NCCCCNC(=S)SC1CCNCC1)NC1CCCC1,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,1,6,0,9,8,2,5,7,3,4,8,6,3,4,0,3,11,1,0,0,0,1,6,5,0,0,6,2,0
339,COc1cc([C@H](CC(=O)O)c2ccc(C)c(CN3C[C@@H](C)Oc4ccccc4S3(=O)=O)c2)cc2nnn(C)c12,7.26,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,1,1,0,26,5,6,10,10,40,12,14,4,11,17,4,40,9,19,3,0,9,34,11,15,0,2,12,26,6,13,1,4,1,0
340,Cc1ccc(C(CC(=O)O)c2ccc3c(nnn3C)c2C)cc1CN1C[C@@H](C)Oc2ncccc2S1(=O)=O,7.26,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,1,1,1,0,25,7,4,12,7,39,15,12,3,13,12,4,40,8,17,3,0,10,31,13,13,0,0,8,23,8,12,1,5,1,0
341,COc1ccc(S(=O)(=O)N(Cc2ccccc2CN([C@@H](C)C(=O)O)S(=O)(=O)c2ccc(OC)cc2)[C@@H](C)C(=O)O)cc1,6.82,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,24,4,8,8,12,28,8,24,10,10,26,6,40,4,20,6,0,2,33,8,32,0,0,18,29,4,20,0,2,4,0
342,Cc1ccc(C(CC(=O)O)c2ccc(F)cc2)cc1CN1C[C@@H](C)Oc2ccccc2S1(=O)=O,6.26,1,0,0,1,0,1,0,0,0,1,1,0,1,1,0,1,1,1,1,0,26,2,4,3,8,36,5,12,4,5,14,4,36,3,17,3,0,2,29,3,13,3,0,8,22,1,10,0,0,1,0
343,Cc1ccc(C(CC(=O)O)c2ccc3c(nnn3C)c2F)cc1CN1C[C@@H](C)Oc2ccccc2S1(=O)=O,7.26,1,0,0,1,0,1,0,0,0,1,1,0,1,1,0,1,1,1,1,0,26,5,4,10,8,38,12,12,4,10,14,4,37,7,17,3,0,9,31,11,13,2,0,8,24,6,12,1,3,1,0
344,COc1ccc(S(=O)(=O)N(CC(=O)O)c2ccc(N(CC(=O)O)S(=O)(=O)c3ccc(OC)cc3)c(OCc3ccccc3)c2)cc1,6.14,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,27,4,10,8,15,31,8,24,10,7,30,6,42,4,28,3,0,5,36,10,30,0,2,27,39,5,31,0,2,5,0
345,COc1ccc(S(=O)(=O)N(CC(=O)O)c2cc(-c3ccc(C#N)cc3)c(N(CC(=O)O)S(=O)(=O)c3ccc(OC)cc3)c3ccccc23)cc1,7.2,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,33,5,8,9,12,45,13,20,10,15,26,9,60,9,30,9,0,6,64,10,46,0,0,32,49,7,29,1,7,4,2
346,CC(=O)N[C@@H](CC(=O)O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CO)C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)O)[C@@H](C)O,4.46,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,23,15,15,21,16,31,9,21,0,21,35,0,30,19,25,0,10,7,24,17,40,0,5,20,29,7,23,4,15,0,2
347,COc1ccc(S(=O)(=O)N(CC(=O)O)c2ccc(N(CC(=O)O)S(=O)(=O)c3ccc(OC)cc3)c(OS(=O)(=O)Cc3ccccc3)c2)cc1,6.32,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,27,4,9,8,17,29,8,27,14,6,38,10,38,3,37,5,2,4,33,9,32,0,6,31,36,7,35,0,3,8,0
348,O=C(O)CN(c1ccc(N(CC(=O)O)S(=O)(=O)c2cccc3ccccc23)c2ccccc12)S(=O)(=O)c1cccc2ccccc12,7.32,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,35,4,4,8,8,46,10,16,12,12,28,12,48,8,36,8,0,4,57,4,28,0,0,20,38,6,16,0,6,6,0
349,O=C(NCCCCN=C=S)NC1CCCC1,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,1,4,0,5,6,2,1,5,3,1,5,3,3,1,0,3,6,0,0,0,0,1,3,2,0,0,2,1,0
350,Cc1ccc(C(CCC2CCCC2)CC(=O)O)cc1CN1C[C@@H](C)Oc2ccccc2S1(=O)=O,6.26,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,1,0,27,2,4,3,8,34,5,12,4,5,14,4,35,3,15,3,0,2,34,2,15,0,0,12,24,2,8,0,2,2,0
351,CC[C@@H]1CN(Cc2cc(C(CC(=O)O)c3ccc4c(c3)CCN(C)C4)ccc2C)S(=O)(=O)c2ccccc2O1,6.26,1,0,0,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1,1,0,30,5,4,5,8,46,7,13,4,8,14,4,46,4,17,4,0,3,41,5,15,0,0,12,32,4,10,0,4,2,0
352,COc1ccc(S(=O)(=O)N(CC(=O)O)c2cc(N(CC(=O)O)S(=O)(=O)c3ccc(OC)cc3)c3ccccc3c2)cc1,5.26,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,25,4,8,8,12,32,9,20,10,9,26,7,39,7,26,5,0,5,37,6,36,0,0,30,31,2,23,0,0,2,2
353,Cc1ccc(CC(=O)N[C@H](c2ccc(C)c(OCC3CCCCC3)c2)[C@@H](C)C(=O)O)cc1,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,27,2,5,3,6,31,5,11,0,4,10,0,29,3,14,0,1,3,35,2,7,0,3,11,25,2,9,0,1,0,0
354,O=C(O)CN(c1ccc(N(CC(=O)O)S(=O)(=O)c2cc3c(cc2Cl)OCCO3)c2ccccc12)S(=O)(=O)c1cc2c(cc1Cl)OCCO2,7.12,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,27,4,12,8,20,36,10,24,10,10,28,8,44,4,28,8,2,4,39,6,38,6,0,24,30,4,28,0,2,4,2
355,COc1ccc(S(=O)(=O)Cc2ccc(NS(=O)(=O)c3ccc(OC)cc3)c3ccccc23)cc1,5.54,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,24,1,4,3,10,29,5,16,8,5,18,8,24,3,16,6,0,0,32,2,12,0,0,4,17,2,10,0,1,4,0
356,Cc1ccc(C(CC(=O)O)c2ccc(F)cc2C)cc1CN1CC(C)Cc2cc(CCCN(C)C)ccc2S1(=O)=O,7.26,0,0,0,1,0,1,1,0,0,1,1,0,1,1,0,1,1,0,1,0,32,5,2,4,4,48,7,10,5,6,14,4,47,5,16,4,0,5,42,6,12,3,0,8,31,3,8,1,3,1,0
357,CN1CCN(Cc2cc(C(CC(=O)O)c3ccc4c(c3)nnn4C)ccc2Cl)S(=O)(=O)c2ccccc21,6.26,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,1,0,24,8,2,13,4,37,13,10,4,12,12,4,34,8,16,2,0,11,25,13,10,5,0,4,22,7,10,1,4,1,0
358,CC[C@@H]1CN(Cc2cc(C(CC(=O)O)c3ccc(NC=O)cc3)ccc2C)S(=O)(=O)c2ccccc2O1,7.26,1,0,0,1,0,1,0,0,0,1,1,0,1,1,0,1,1,1,1,0,27,4,5,5,8,39,7,14,4,7,16,4,40,4,19,4,0,4,34,6,14,0,0,10,26,3,15,0,1,1,0
359,COc1ccc(S(=O)(=O)Nc2ccc(N3CCCCCC3)cc2C(=O)O)cc1,4.43,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,18,4,4,7,6,22,9,12,4,5,13,4,22,1,10,1,2,2,14,4,11,0,0,14,9,2,9,0,1,0,0
360,COc1ccc(S(=O)(=O)N(C)c2ncc(N(CC(=O)O)S(=O)(=O)c3ccc(OC)cc3)c3ccccc23)cc1,5.7,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,22,6,6,8,10,28,12,20,8,14,20,7,32,9,20,6,2,6,30,8,22,0,0,12,20,5,13,0,3,4,0
361,CCN(CC)CCCOC(=O)CC(c1ccc(C)c(CN2CCN(C)c3ccccc3S2(=O)=O)c1)c1ccc2c(nnn2C)c1C,5.26,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,30,11,3,16,5,51,15,12,4,15,13,4,46,9,19,3,0,12,47,15,12,0,0,8,40,16,10,1,15,2,0
362,Cc1ccc(C(CC(=O)O)c2cnc3c(c2)nnn3C)cc1CN1C[C@@H](C)Oc2ccccc2S1(=O)=O,7.26,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,1,1,0,24,7,4,11,8,35,13,12,4,12,14,4,34,10,17,3,0,11,29,13,13,0,0,8,23,7,12,1,5,1,2
363,CCCCC1CCCN1C(=O)c1cccc(-c2cccc(-n3ncc(C(=O)O)c3C3CC3)c2)c1,7.2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,28,6,3,12,3,35,12,8,0,9,7,0,39,7,9,0,0,6,31,6,7,0,0,5,26,3,5,1,8,0,0
364,CC1(C)OB(c2ccc(COn3c(C(=O)NCc4ccc(-c5ccccc5)cc4)cccc3=O)cc2)OC1(C)C,7.01,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,31,4,5,6,13,35,5,17,0,7,13,0,36,6,9,0,1,5,30,6,8,0,2,10,18,5,14,0,6,0,0
365,Cc1ccc(C(CC(=O)OCCCN(C)C)c2ccc3c(nnn3C)c2C)cc1CN1CCN(C)c2ccccc2S1(=O)=O,5.26,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,28,11,3,14,5,47,15,12,4,15,13,4,44,9,19,3,0,12,45,15,12,0,0,6,38,16,10,1,15,2,0
366,COc1ccc(S(=O)(=O)N(CC(=O)O)c2ccc(N(CC(=O)O)S(=O)(=O)c3cccnc3)cc2)cc1,6.05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,18,6,6,10,10,20,9,18,9,5,23,6,29,4,24,2,0,5,17,7,14,0,0,11,13,3,14,1,3,3,0
367,Cc1c2ccc3c1nnn3C/C=C\CCC1CN(C3CCc4ccc(cc43)C2CC(=O)O)S(=O)(=O)c2ccccc2O1,5.26,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,1,1,1,0,33,5,4,12,8,48,16,13,5,15,17,5,57,11,21,3,0,13,56,15,14,0,0,13,41,11,16,2,9,1,2
368,COc1cc(OC)c(S(=O)(=O)N(CC(=O)O)c2ccc(OC(C(=O)O)c3ccc(F)cc3)c3ccccc23)c(OC)c1,6.51,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,26,2,12,4,16,37,5,21,5,5,26,6,40,4,38,3,1,1,40,3,30,1,6,23,27,2,15,0,1,2,0
369,CCn1cnc(CCC(CC(=O)O)c2ccc(C)c(CN3C[C@@H](C)Oc4ccccc4S3(=O)=O)c2)c1,7.26,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,1,1,0,24,7,4,7,8,35,8,12,4,8,14,4,34,6,15,3,0,7,32,7,13,0,0,10,26,4,10,1,3,1,0
370,CC(C)(C)c1ccc(S(=O)(=O)N(CC(=O)O)c2ccc(OC(C(=O)O)c3ccccc3)c3ccccc23)cc1,6.01,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,30,2,6,4,10,39,5,15,5,5,23,4,40,2,24,4,1,2,36,5,26,0,2,10,30,2,12,0,1,2,0
371,Cn1cc(CCN=C=S)c2ccccc21,5.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,5,0,4,0,15,4,0,1,4,0,1,7,2,0,1,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0
372,COc1ccc(S(=O)(=O)N(CC(=O)O)c2ccc(N(CC(=O)O)S(=O)(=O)c3ccc(OC)cc3)c(-c3ccccc3)c2)cc1,5.46,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,27,4,8,8,12,34,9,20,10,9,26,7,45,6,26,5,0,5,39,7,34,0,0,28,35,4,25,0,2,4,0
373,Cc1ccc([C@@H](NC(=O)Cc2ccc3c(c2)CCCC3)[C@@H](C)C(=O)O)cc1,5.55,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,24,2,3,3,3,30,5,6,0,4,6,0,22,3,12,0,0,3,21,2,7,0,0,8,20,0,4,0,0,0,0
374,COc1ccc(S(=O)(=O)N(CC(=O)O)c2ccc(N(CC(=O)O)S(=O)(=O)c3ccc(OC)cc3)c(Oc3ccc(-c4ccccc4)cc3)c2)cc1,5.92,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,33,4,10,8,16,41,8,24,10,7,29,6,51,5,28,3,0,6,40,9,34,0,2,32,49,7,31,0,6,7,0
375,Cc1ccc(C(CC(=O)O)c2ccc3c(nnn3C)c2C)cc1CN1CC(C)Cc2ccccc2S1(=O)=O,7.26,1,0,0,1,0,1,0,0,0,1,1,0,1,1,0,1,1,0,1,0,29,5,2,10,4,43,14,10,5,12,14,4,42,7,16,3,0,9,36,11,10,0,0,6,27,6,10,1,3,1,0
376,COc1ccc(S(=O)(=O)Nc2ccc(/C=C/C(=O)O)c3ccccc23)cc1,5.03,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,20,1,4,3,6,24,5,10,4,5,11,4,19,3,12,3,0,1,17,2,13,0,0,6,12,0,5,0,0,0,0
377,Cc1ccc(C(CC(=O)OCCCN)c2ccc3c(nnn3C)c2C)cc1CN1CCN(C)c2ccccc2S1(=O)=O,5.26,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,28,9,3,14,5,45,15,12,4,15,13,4,44,9,17,3,0,12,43,15,10,0,0,6,34,16,10,1,15,2,0
378,CN1CCC(SC(=S)NCCCCNC(=O)Nc2ccc3nccnc3c2)CC1,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,13,1,12,0,18,12,2,5,10,3,4,11,8,3,5,0,6,13,4,1,0,0,2,10,7,0,0,8,2,0
379,Cc1ccc(C(CC(=O)O)c2ccc3c(nnn3C)c2C)cc1CN1C[C@@H](C)Oc2cnccc2S1(=O)=O,7.26,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,1,1,1,1,0,25,7,4,12,8,40,14,11,4,13,14,3,39,8,15,3,2,10,32,12,13,0,0,8,22,9,12,1,5,1,0
380,O=C(NCCCCN=C=S)c1ccno1,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,5,2,5,4,5,4,2,1,3,3,1,5,1,2,1,0,3,3,2,1,0,0,1,1,1,1,1,1,1,0
381,Cc1ccc([C@H](CC(=O)O)c2ccc3c(nnn3C)c2C)cc1CN(C)S(=O)(=O)c1ccccc1,7.26,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,25,5,2,9,4,36,12,10,3,12,10,3,35,7,14,3,0,9,28,11,10,0,0,6,20,6,10,1,3,1,0
